118,VVAR3,7.36,-6.68,16.55,0.373,0.00,0.392,-2.92,11.28,-0.84,16.63,8.15,0.0331,-0.0559,0.79,0.0537,-2.4792,707797000.00,578000000.00,10.21,0.0919,158769180193
119,RANI3,3.08,-6.45,1.53,0.571,0.0074,0.325,7.00,4.17,-0.69,10.08,5.06,0.1371,-0.0886,1.17,0.0893,-0.2365,112308.00,336485000.00,2.49,0.0536,158769180193
120,CRDE3,24.85,-6.44,0.38,1.783,0.4153,0.347,0.94,-7.91,1.07,0.14,0.14,-0.2254,-0.2936,9.43,-0.0695,-0.0592,32986.90,157677000.00,0.00,-0.0862,158769180193
121,BOBR3,1.00,-6.43,-0.91,0.246,0.00,0.396,-1.30,2.62,-0.39,5.65,4.54,0.0939,-0.0382,0.57,0.1888,0.142,0.00,-285117000.00,-1.12,-0.0106,158769180193
122,TCNO4,1.19,-6.30,5.26,7.784,0.00,0.034,0.00,-1.15,0.00,-5.98,-6.97,-6.7698,-1.2362,0.00,0.00,-0.8357,58481.20,1497000.00,0.00,-0.6821,158769180193
123,BRKM3,21.70,-6.18,3.54,0.331,0.0386,0.254,2.41,7.24,-0.42,15.93,6.32,0.0457,-0.0554,1.44,0.0473,-0.5727,585975.00,4885300000.00,5.99,0.0407,158769180193
124,MDNE3,6.99,-6.16,7.29,1.456,0.00,0.265,-13.66,6.99,-0.61,20.07,19.40,0.2084,-0.2431,0.96,0.0389,-1.1829,9399340.00,81438000.00,14.02,-0.1839,158769180193
125,BRKM5,20.69,-5.90,3.38,0.315,0.0405,0.242,2.30,6.91,-0.40,15.59,6.19,0.0457,-0.0554,1.44,0.0473,-0.5727,103407000.00,4885300000.00,5.99,0.0407,158769180193
126,MNDL3,24.00,-5.74,-0.41,0.122,0.00,0.057,-0.09,1.63,-0.06,7.08,5.18,0.0751,-0.0213,0.29,0.037,0.0713,12731.40,-145320000.00,-1.40,0.049,158769180193
127,BUET3,24.99,-5.46,-0.97,1.961,0.00,0.572,-0.67,-13.13,-0.39,-22.60,-36.32,-0.1493,-0.3593,0.11,-0.0595,0.1779,0.00,-124674000.00,-0.70,0.0455,158769180193
128,BRKM6,18.83,-5.37,3.07,0.287,0.0322,0.220,2.09,6.28,-0.37,14.97,5.94,0.0457,-0.0554,1.44,0.0473,-0.5727,2799.85,4885300000.00,5.99,0.0407,158769180193
129,EMBR3,9.27,-5.21,0.48,0.656,0.00,0.161,0.78,22.47,1.06,6.98,1.89,0.0292,-0.1236,1.34,0.0085,-0.0929,80442700.00,14179000000.00,0.03,-0.1359,158769180193
130,CEDO3,9.00,-5.13,0.52,0.133,0.00,0.123,-8.64,978.26,-0.40,3339.95,15.04,0.0001,-0.0205,0.97,0.0001,-0.1017,0.00,172634000.00,1.38,0.1413,158769180193
131,TLCP3,48.00,-5.02,1.76,0.824,0.00,0.533,-2.76,-26.61,-1.33,-43.86,-43.86,-0.031,-0.164,0.61,-0.0252,-0.3504,0.00,262979000.00,1.21,0.0909,158769180193
132,CTKA3,10.00,-4.99,-0.23,0.184,0.00,0.163,0.56,2.22,-0.15,20.35,14.53,0.0829,-0.0369,1.95,0.0841,0.0456,781.83,-272598000.00,-1.93,0.0531,158769180193
